Date,Floor,State,Area,Rooms,Type
20-01-2012,1,Orissa,726,1,Rent
6/3/2013,1,Orissa,2016,3,Rent
19-03-2018,0,Telangana,842,3,Rent
14-03-2013,0,Chhattisgarh,1873,3,Rent
8/7/2014,2,Chhattisgarh,1351,3,Rent
8/4/2014,2,Chhattisgarh,1969,1,Rent
3/1/2015,2,Chhattisgarh,930,3,Rent
22-04-2011,0,Chhattisgarh,2277,3,Rent
22-03-2011,2,D & N Haveli,1690,3,Rent
23-02-2018,3,D & N Haveli,967,3,Rent
31-03-2011,3,Delhi,2203,1,Rent
31-03-2015,3,Delhi,1222,2,Rent
4/12/2011,1,Delhi,2222,3,Rent
18-12-2013,3,Delhi,1755,3,Rent
6/4/2017,1,Delhi,904,2,Rent
25-07-2012,0,Delhi,1774,2,Rent
6/1/2017,2,Goa,1210,2,Rent
6/1/2012,3,Goa,1325,3,Rent
16-04-2010,2,Gujarat,656,3,Rent
6/4/2013,3,Haryana,618,3,Rent
17-06-2014,2,Haryana,1968,1,Rent
21-08-2012,1,Haryana,1090,1,Rent
24-08-2015,1,Jammu & Kashmir,1894,1,Rent
20-06-2012,0,Jammu & Kashmir,1669,3,Rent
7/1/2010,1,Jammu & Kashmir,2150,1,Rent
20-02-2015,0,Karnataka,1302,2,Rent
19-05-2011,0,Kerala,1074,3,Rent
23-07-2010,1,Kerala,1055,3,Rent
24-03-2014,1,Kerala,1009,3,Rent
13-01-2013,3,Kerala,938,1,Rent
18-12-2012,3,Kerala,910,3,Rent
10/9/2014,2,Kerala,898,2,Rent
27-06-2017,3,Lakshadweep,1705,3,Rent
3/2/2012,2,Lakshadweep,663,2,Rent
5/9/2011,0,Meghalaya,2376,2,Rent
6/3/2010,2,Meghalaya,773,2,Rent
14-03-2016,2,Meghalaya,1026,1,Rent
10/3/2016,1,Meghalaya,1081,2,Rent
13-03-2010,3,Meghalaya,1484,2,Rent
24-05-2014,0,Nagaland,1002,2,Rent
5/6/2012,3,Nagaland,2223,2,Rent
21-12-2011,2,Orissa,2142,3,Rent
26-10-2010,3,Tamil Nadu,2025,2,Rent
9/8/2012,0,Tamil Nadu,1988,3,Rent
25-09-2011,1,Tamil Nadu,1486,3,Rent
6/8/2017,0,Uttarakhand,1538,1,Rent
23-12-2017,0,Uttarakhand,1551,1,Rent
17-04-2011,0,West Bengal,2310,2,Rent
29-10-2010,0,West Bengal,2331,1,Rent
3/5/2016,3,Chhattisgarh,1792,1,Rent
8/1/2012,3,Chhattisgarh,1251,1,Rent
31-01-2015,3,Chhattisgarh,1398,1,Rent
14-04-2016,0,Chhattisgarh,1977,1,Rent
8/10/2017,0,D & N Haveli,1238,2,Rent
3/8/2017,2,D & N Haveli,1431,2,Rent
23-01-2016,2,D & N Haveli,1543,3,Rent
9/10/2014,2,D & N Haveli,1403,1,Rent
1/6/2014,2,D & N Haveli,1227,1,Rent
5/9/2010,1,Delhi,2296,1,Rent
24-08-2012,1,Delhi,994,2,Rent
8/7/2012,3,Jammu & Kashmir,784,3,Rent
16-05-2013,1,Jammu & Kashmir,2271,3,Rent
7/6/2018,2,Jammu & Kashmir,1660,1,Rent
13-08-2015,1,Jammu & Kashmir,2316,1,Rent
8/2/2013,0,Jammu & Kashmir,616,1,Rent
26-08-2017,3,Kerala,2282,1,Rent
6/5/2014,1,Kerala,1171,1,Rent
15-03-2017,0,Lakshadweep,880,3,Rent
2/12/2012,1,Meghalaya,1877,2,Rent
6/4/2010,2,Meghalaya,2029,2,Rent
1/1/2016,2,Meghalaya,879,2,Rent
27-10-2010,3,Meghalaya,1832,3,Rent
28-11-2017,0,Uttarakhand,1530,2,Rent
10/1/2014,2,West Bengal,1883,2,Rent
12/12/2017,1,West Bengal,1607,1,Rent
23-11-2013,2,West Bengal,1265,3,Rent
26-12-2012,0,West Bengal,954,1,Rent
1/1/2012,2,West Bengal,772,2,Rent
14-09-2016,3,Chandigarh,1308,2,Rent
7/11/2010,0,Chandigarh,1861,2,Rent
4/7/2017,0,Chandigarh,1973,2,Rent
9/12/2016,2,Chandigarh,1048,2,Rent
22-09-2016,3,Chhattisgarh,1949,3,Rent
28-02-2014,3,Chhattisgarh,1749,2,Rent
18-09-2017,1,Chhattisgarh,1873,3,Rent
5/10/2012,3,Chhattisgarh,1861,3,Rent
17-03-2014,1,Chhattisgarh,1879,1,Rent
12/12/2016,0,Chhattisgarh,2268,3,Rent
24-02-2014,3,Chhattisgarh,2084,3,Rent
20-11-2015,1,D & N Haveli,733,3,Rent
7/11/2010,0,D & N Haveli,1704,1,Rent
15-12-2014,3,Delhi,1717,3,Rent
6/8/2013,1,Delhi,1772,2,Rent
1/9/2012,2,Goa,730,1,Rent
3/6/2016,1,Goa,1457,2,Rent
28-04-2012,1,Goa,2217,2,Rent
19-12-2010,0,Goa,1302,3,Rent
6/11/2016,1,Goa,1736,1,Rent
7/1/2010,0,Goa,940,3,Rent
26-06-2011,3,Himachal Pradesh,1950,3,Rent
19-09-2011,1,Himachal Pradesh,1143,3,Rent
9/2/2012,3,Himachal Pradesh,1360,3,Rent
10/3/2017,1,Himachal Pradesh,2270,2,Rent
4/3/2014,0,Jammu & Kashmir,1845,1,Rent
15-11-2015,3,Jammu & Kashmir,1095,2,Rent
10/10/2017,3,Jammu & Kashmir,2176,1,Rent
1/4/2010,0,Jammu & Kashmir,1814,2,Rent
21-11-2017,1,Jammu & Kashmir,1223,3,Rent
18-10-2016,2,Karnataka,732,3,Rent
17-06-2012,1,Karnataka,835,3,Rent
11/6/2010,1,Karnataka,1815,2,Rent
23-12-2013,1,Kerala,2383,2,Rent
5/7/2011,1,Kerala,1068,1,Rent
4/5/2014,0,Lakshadweep,1637,3,Rent
24-06-2017,2,Manipur,2013,1,Rent
24-09-2017,3,Manipur,1773,2,Rent
19-04-2011,2,Meghalaya,604,2,Rent
8/7/2012,2,Meghalaya,603,1,Rent
28-06-2017,2,Meghalaya,1945,2,Rent
26-11-2012,0,Meghalaya,1134,3,Rent
21-04-2016,3,Meghalaya,1258,2,Rent
21-07-2015,3,Nagaland,1105,1,Rent
11/2/2011,1,Nagaland,1266,2,Rent
25-08-2012,1,Nagaland,2041,3,Rent
8/4/2018,2,Nagaland,1492,3,Rent
16-03-2014,2,Nagaland,728,2,Rent
3/9/2015,1,Nagaland,982,3,Rent
14-08-2016,2,Telangana,2000,1,Rent
11/2/2011,0,Telangana,811,1,Rent
22-11-2014,3,Telangana,1846,3,Rent
8/5/2017,1,Telangana,2293,3,Rent
13-07-2011,2,Uttarakhand,1314,3,Rent
20-10-2014,0,West Bengal,944,2,Rent
5/12/2010,2,West Bengal,1546,2,Rent
15-09-2010,2,Chhattisgarh,1685,3,Rent
17-04-2010,2,Chhattisgarh,1711,1,Rent
4/7/2016,0,Chhattisgarh,2359,2,Rent
18-01-2012,2,D & N Haveli,1816,2,Rent
19-01-2017,2,D & N Haveli,987,1,Rent
18-03-2014,1,D & N Haveli,1872,3,Rent
9/11/2014,3,D & N Haveli,1249,3,Rent
29-03-2014,2,Delhi,714,2,Rent
6/1/2013,2,Jammu & Kashmir,1675,2,Rent
10/5/2010,0,Jammu & Kashmir,987,2,Rent
11/10/2012,3,Jammu & Kashmir,1218,3,Rent
27-01-2010,0,Jammu & Kashmir,1884,2,Rent
8/6/2010,1,Kerala,1486,3,Rent
28-07-2015,2,Manipur,602,3,Rent
26-02-2016,0,Manipur,1897,1,Rent
14-10-2013,3,Manipur,1304,1,Rent
11/1/2015,0,West Bengal,825,2,Rent
16-12-2016,3,West Bengal,1299,1,Rent
2/10/2016,1,West Bengal,2043,1,Rent
28-08-2016,2,West Bengal,1767,3,Rent
7/11/2015,1,Chandigarh,1113,2,Rent
6/7/2016,2,Chhattisgarh,1065,3,Rent
26-05-2011,0,D & N Haveli,907,2,Rent
19-09-2014,0,Delhi,1725,2,Rent
12/9/2012,3,Delhi,942,3,Rent
6/9/2017,3,Delhi,1180,1,Rent
19-04-2012,1,Delhi,1718,2,Rent
9/1/2010,3,Haryana,795,1,Rent
12/9/2014,2,Himachal Pradesh,2187,1,Rent
1/5/2015,3,Himachal Pradesh,1494,3,Rent
15-11-2015,0,Jammu & Kashmir,627,2,Rent
9/2/2012,2,Jammu & Kashmir,2337,1,Rent
10/9/2016,1,Karnataka,633,3,Rent
5/11/2016,1,Kerala,2241,1,Rent
11/12/2011,0,Kerala,2064,3,Rent
12/3/2011,1,Kerala,1383,2,Rent
19-03-2013,3,Kerala,1975,2,Rent
10/8/2016,0,Lakshadweep,901,2,Rent
21-08-2013,3,Manipur,1796,3,Rent
28-06-2015,1,Tamil Nadu,1976,3,Rent
10/4/2016,1,Telangana,849,3,Rent
14-03-2018,0,Tripura,1722,3,Rent
11/5/2013,3,Uttar Pradesh,1107,2,Rent
22-10-2012,2,Uttarakhand,1982,1,Rent
14-05-2010,2,West Bengal,716,2,Rent
4/8/2016,2,Chhattisgarh,2085,3,Rent
28-03-2012,1,Goa,1756,2,Rent
9/3/2011,3,Manipur,2088,1,Rent
25-03-2017,3,Nagaland,1611,3,Rent
5/6/2016,2,A & N Islands,1503,1,Rent
7/3/2017,2,Chandigarh,2305,2,Rent
26-02-2013,3,Chhattisgarh,1469,3,Rent
10/6/2010,1,Daman & Diu,842,1,Rent
21-07-2012,0,Goa,1189,1,Rent
3/11/2014,0,Himachal Pradesh,934,2,Rent
7/4/2016,2,Jammu & Kashmir,1165,2,Rent
12/11/2013,0,Manipur,1374,2,Rent
18-01-2014,1,Nagaland,2395,1,Rent
23-05-2016,3,Telangana,2176,3,Rent
8/4/2011,1,Arunachal Pradesh,784,2,Rent
4/10/2011,1,Arunachal Pradesh,1128,1,Rent
3/5/2010,3,Arunachal Pradesh,1541,1,Rent
19-02-2010,1,Arunachal Pradesh,2225,3,Rent
3/5/2013,2,Chandigarh,1955,3,Rent
21-11-2015,0,Chhattisgarh,969,3,Rent
19-02-2016,2,D & N Haveli,1843,1,Rent
28-02-2014,2,Goa,2006,1,Rent
5/7/2012,3,Haryana,1683,2,Rent
6/4/2010,1,Haryana,973,3,Rent
19-07-2011,0,Haryana,1324,1,Rent
23-10-2013,2,Himachal Pradesh,1307,3,Rent
18-01-2015,3,Jammu & Kashmir,1805,3,Rent
14-05-2013,2,Jammu & Kashmir,1831,1,Rent
24-02-2014,2,Karnataka,2146,3,Rent
2/10/2013,2,Kerala,1457,2,Rent
1/12/2011,0,Kerala,1072,1,Rent
21-02-2010,0,Kerala,1951,3,Rent
22-11-2013,3,Kerala,1950,2,Rent
25-11-2012,2,Manipur,1879,2,Rent
27-12-2010,1,Nagaland,2123,1,Rent
11/6/2013,2,Telangana,786,2,Rent
29-12-2010,2,Uttarakhand,1790,1,Rent
26-12-2017,3,Uttarakhand,936,2,Rent
3/11/2015,2,Uttarakhand,1028,2,Rent
6/3/2010,2,West Bengal,1566,3,Rent
9/3/2013,3,Arunachal Pradesh,758,3,Rent
19-03-2017,2,Arunachal Pradesh,899,1,Rent
25-05-2015,0,Arunachal Pradesh,1127,2,Rent
18-01-2017,0,Arunachal Pradesh,2259,2,Rent
20-03-2011,1,Arunachal Pradesh,1890,1,Rent
23-01-2015,0,Arunachal Pradesh,2346,1,Rent
19-07-2016,3,Chhattisgarh,2188,1,Rent
21-05-2014,3,Chhattisgarh,2097,3,Rent
17-02-2010,1,Chhattisgarh,956,3,Rent
8/5/2018,1,Goa,2320,1,Rent
15-04-2011,0,Haryana,2159,2,Rent
18-05-2013,2,Kerala,1509,3,Rent
22-08-2013,2,Kerala,893,1,Rent
17-01-2018,2,Kerala,883,3,Rent
12/11/2017,3,Kerala,1545,1,Rent
4/10/2017,3,Kerala,1038,2,Rent
21-01-2017,1,Kerala,2289,1,Rent
22-01-2015,2,Lakshadweep,1208,2,Rent
31-08-2015,3,Lakshadweep,2223,1,Rent
22-04-2013,0,Lakshadweep,1469,2,Rent
3/9/2014,0,Lakshadweep,797,3,Rent
21-01-2013,0,Lakshadweep,706,1,Rent
13-08-2016,0,Manipur,1375,2,Rent
15-10-2016,1,Manipur,1837,2,Rent
11/6/2011,2,Manipur,1440,1,Rent
24-05-2012,1,Nagaland,757,1,Rent
7/8/2017,0,Tamil Nadu,2017,2,Rent
18-04-2010,0,Uttarakhand,1221,2,Rent
29-01-2017,3,Uttarakhand,2123,3,Rent
21-08-2017,1,Uttarakhand,1077,2,Rent
21-02-2014,0,Uttarakhand,1740,1,Rent
6/6/2011,3,Uttarakhand,926,2,Rent
11/12/2017,3,Arunachal Pradesh,2220,2,Rent
12/3/2011,2,Arunachal Pradesh,982,3,Rent
2/10/2011,0,Arunachal Pradesh,2224,3,Rent
14-11-2013,0,Chandigarh,774,2,Rent
10/10/2017,3,Chandigarh,1670,3,Rent
27-08-2014,2,Chandigarh,1495,2,Rent
11/4/2012,3,Chhattisgarh,1760,1,Rent
18-04-2012,2,Chhattisgarh,967,3,Rent
21-06-2011,0,Chhattisgarh,1104,1,Rent
27-12-2015,2,Chhattisgarh,2049,2,Rent
16-01-2015,0,Gujarat,2327,1,Rent
29-02-2012,2,Gujarat,2002,1,Rent
16-05-2011,2,Haryana,752,3,Rent
30-10-2015,3,Haryana,1500,2,Rent
29-04-2018,3,Himachal Pradesh,1109,3,Rent
2/7/2012,3,Himachal Pradesh,985,1,Rent
18-06-2013,3,Himachal Pradesh,1478,1,Rent
31-01-2013,2,Jammu & Kashmir,1522,3,Rent
5/7/2016,1,Karnataka,612,2,Rent
2/3/2016,1,Kerala,2337,3,Rent
20-12-2015,0,Kerala,1271,3,Rent
3/8/2017,2,Kerala,1297,1,Rent
6/7/2013,1,Manipur,2258,3,Rent
9/12/2012,0,Manipur,1608,1,Rent
7/7/2010,1,Manipur,614,3,Rent
4/8/2014,2,Manipur,2374,3,Rent
24-11-2015,2,Orissa,1593,3,Rent
15-07-2012,0,Orissa,860,2,Rent
21-10-2010,1,Tamil Nadu,1062,1,Rent
18-02-2012,3,Telangana,1762,3,Rent
29-07-2010,1,Telangana,1712,3,Rent
1/7/2012,3,Telangana,1519,1,Rent
17-01-2012,0,Uttarakhand,633,2,Rent
13-04-2016,1,Arunachal Pradesh,2234,1,Rent
20-09-2012,2,Arunachal Pradesh,935,1,Rent
11/8/2011,1,Arunachal Pradesh,2262,2,Rent
29-10-2016,3,Arunachal Pradesh,2302,2,Rent
8/1/2018,2,Arunachal Pradesh,2298,2,Rent
31-10-2014,1,Arunachal Pradesh,2017,2,Rent
12/11/2012,1,Arunachal Pradesh,2398,2,Rent
26-12-2011,1,Arunachal Pradesh,1862,1,Rent
19-06-2014,3,Chandigarh,1894,2,Rent
11/9/2015,1,Chhattisgarh,1124,2,Rent
5/8/2017,1,Chhattisgarh,1743,1,Rent
7/5/2011,1,Haryana,2013,2,Rent
6/9/2016,2,Haryana,1708,2,Rent
2/11/2013,1,Himachal Pradesh,1067,3,Rent
16-09-2014,1,Kerala,2195,2,Rent
2/8/2015,0,Kerala,1215,1,Rent
22-04-2016,2,Kerala,1563,3,Rent
14-08-2014,1,Kerala,669,3,Rent
12/5/2011,1,Kerala,1005,1,Rent
12/12/2013,0,Kerala,2400,2,Rent
26-04-2017,1,Kerala,1021,1,Rent
22-01-2018,0,Kerala,1961,3,Rent
12/4/2015,2,Lakshadweep,2078,2,Rent
5/9/2014,3,Lakshadweep,1824,3,Rent
11/11/2016,3,Lakshadweep,2337,3,Rent
10/8/2017,0,Lakshadweep,2073,3,Rent
2/5/2015,0,Lakshadweep,2299,1,Rent
20-03-2018,2,Lakshadweep,1068,3,Rent
16-02-2015,0,Lakshadweep,1486,1,Rent
20-03-2010,2,Manipur,1679,3,Rent
22-11-2015,1,Manipur,1702,3,Rent
14-06-2017,2,Tamil Nadu,694,2,Rent
19-08-2015,3,Telangana,1249,3,Rent
13-02-2011,1,Tripura,1638,3,Rent
6/10/2010,3,Uttar Pradesh,1617,2,Rent
30-12-2011,0,Uttarakhand,724,1,Rent
1/1/2010,1,Uttarakhand,1603,2,Rent
16-05-2012,2,Uttarakhand,2264,2,Rent
5/12/2015,3,Uttarakhand,1004,1,Rent
26-01-2012,0,Uttarakhand,1882,3,Rent
30-11-2014,0,Uttarakhand,1708,2,Rent
21-10-2015,3,Uttarakhand,1855,2,Rent
15-09-2013,2,Arunachal Pradesh,1268,3,Rent
22-08-2012,2,Arunachal Pradesh,1660,1,Rent
4/1/2011,3,Arunachal Pradesh,2019,3,Rent
10/7/2014,0,Arunachal Pradesh,2343,2,Rent
6/9/2014,3,Arunachal Pradesh,2300,1,Rent
19-07-2011,3,Chandigarh,728,1,Rent
19-05-2015,3,Chandigarh,1549,2,Rent
8/2/2016,2,Chhattisgarh,1314,1,Rent
15-12-2010,3,Chhattisgarh,1603,2,Rent
7/4/2016,3,Chhattisgarh,1889,3,Rent
2/1/2015,0,D & N Haveli,633,2,Rent
3/1/2013,1,Haryana,691,1,Rent
4/6/2010,0,Haryana,804,2,Rent
5/3/2015,1,Haryana,2199,2,Rent
16-10-2010,0,Haryana,2142,1,Rent
1/2/2017,3,Himachal Pradesh,601,2,Rent
19-12-2010,1,Himachal Pradesh,1862,2,Rent
14-04-2010,0,Jammu & Kashmir,628,1,Rent
5/5/2015,0,Kerala,1340,3,Rent
14-04-2016,0,Kerala,2288,2,Rent
16-06-2017,1,Kerala,1707,1,Rent
24-07-2016,1,Kerala,1269,2,Rent
23-05-2014,0,Kerala,2289,3,Rent
2/7/2011,2,Lakshadweep,1671,3,Rent
10/7/2013,1,Manipur,1144,3,Rent
18-05-2012,1,Manipur,1395,3,Rent
12/3/2011,1,Manipur,1884,1,Rent
15-02-2013,3,Tamil Nadu,2205,3,Rent
22-05-2012,2,Telangana,1214,2,Rent
18-07-2011,2,Telangana,1635,2,Rent
30-12-2012,3,Tripura,659,3,Rent
19-07-2017,0,Tripura,905,1,Rent
24-04-2014,0,Tripura,2092,2,Rent
6/2/2015,3,Uttar Pradesh,1672,3,Rent
20-10-2017,0,Uttar Pradesh,2294,1,Rent
9/2/2018,2,Uttar Pradesh,945,1,Rent
23-09-2016,3,Uttarakhand,977,2,Rent
4/8/2015,3,West Bengal,1043,1,Rent
23-08-2017,0,A & N Islands,1553,1,Rent
17-10-2013,0,A & N Islands,1612,3,Rent
6/5/2017,0,Arunachal Pradesh,1030,2,Rent
19-06-2014,0,Arunachal Pradesh,1760,2,Rent
13-02-2011,0,Arunachal Pradesh,1624,3,Rent
15-11-2010,3,Arunachal Pradesh,1440,1,Rent
26-12-2017,3,Arunachal Pradesh,1005,2,Rent
3/11/2010,3,Arunachal Pradesh,961,2,Rent
9/1/2011,2,Arunachal Pradesh,2125,1,Rent
11/8/2016,0,Chandigarh,2355,3,Rent
23-12-2011,2,Chhattisgarh,1968,3,Rent
4/9/2013,1,D & N Haveli,1260,2,Rent
26-02-2016,0,D & N Haveli,1696,1,Rent
29-05-2017,3,D & N Haveli,1819,2,Rent
20-08-2017,1,Daman & Diu,1556,2,Rent
25-12-2012,1,Daman & Diu,935,3,Rent
12/9/2017,2,Haryana,1694,1,Rent
4/4/2014,1,Himachal Pradesh,1719,3,Rent
31-10-2014,1,Jammu & Kashmir,1577,2,Rent
19-04-2014,1,Jammu & Kashmir,2244,2,Rent
16-05-2011,3,Jammu & Kashmir,2332,3,Rent
19-04-2015,3,Jammu & Kashmir,780,1,Rent
11/11/2012,0,Jammu & Kashmir,1025,1,Rent
29-01-2018,1,Jammu & Kashmir,2143,3,Rent
20-03-2012,3,Karnataka,2122,1,Rent
13-08-2011,3,Kerala,1514,1,Rent
18-11-2014,3,Kerala,2254,1,Rent
27-08-2014,1,Kerala,1551,1,Rent
1/6/2018,1,Kerala,1749,3,Rent
26-01-2010,2,Kerala,1532,1,Rent
28-03-2010,2,Kerala,705,3,Rent
24-05-2012,3,Kerala,2360,1,Rent
26-06-2014,1,Lakshadweep,1509,3,Rent
16-11-2014,3,Lakshadweep,694,1,Rent
22-07-2014,0,Manipur,2266,3,Rent
7/5/2012,2,Tamil Nadu,1839,3,Rent
16-03-2011,2,Telangana,1950,3,Rent
15-03-2017,1,Uttarakhand,697,2,Rent
7/2/2018,1,Uttarakhand,1525,2,Rent
26-07-2010,2,West Bengal,1523,3,Rent
6/3/2010,0,West Bengal,2289,3,Rent
10/11/2016,2,West Bengal,1218,2,Rent
5/12/2014,1,A & N Islands,1820,2,Rent
27-11-2011,3,Arunachal Pradesh,2371,1,Rent
13-09-2010,3,Arunachal Pradesh,1428,3,Rent
18-03-2015,1,Chhattisgarh,2064,1,Rent
23-12-2016,1,Chhattisgarh,1493,2,Rent
31-03-2011,2,Chhattisgarh,1467,2,Rent
19-01-2010,0,Daman & Diu,1532,1,Rent
14-03-2018,3,Haryana,2072,2,Rent
28-11-2017,3,Haryana,1920,1,Rent
19-05-2012,0,Jammu & Kashmir,1994,3,Rent
15-05-2015,0,Jammu & Kashmir,1228,3,Rent
14-01-2016,2,Jammu & Kashmir,970,3,Rent
15-12-2013,2,Karnataka,619,3,Rent
19-07-2017,1,Karnataka,783,1,Rent
6/8/2014,2,Kerala,2353,3,Rent
27-08-2015,0,Kerala,1391,3,Rent
29-06-2011,0,Manipur,1013,1,Rent
12/4/2017,0,Manipur,750,3,Rent
2/1/2018,2,Manipur,693,2,Rent
16-10-2014,2,Tamil Nadu,2348,3,Rent
21-11-2010,0,Tamil Nadu,1955,2,Rent
28-10-2010,0,Arunachal Pradesh,815,1,Rent
22-04-2015,3,Arunachal Pradesh,1714,1,Rent
18-11-2012,2,Arunachal Pradesh,1525,2,Rent
29-10-2016,2,Arunachal Pradesh,1801,3,Rent
22-03-2010,0,Arunachal Pradesh,2295,2,Rent
6/4/2013,3,Chandigarh,609,3,Rent
18-06-2014,1,Chandigarh,993,1,Rent
18-11-2017,2,Chandigarh,2252,2,Rent
2/7/2014,1,Chandigarh,2384,1,Rent
8/2/2013,3,Chhattisgarh,1520,1,Rent
18-09-2015,1,Chhattisgarh,2365,3,Rent
31-03-2014,2,Chhattisgarh,984,2,Rent
3/4/2017,0,Chhattisgarh,770,3,Rent
9/6/2017,0,D & N Haveli,2060,3,Rent
2/5/2016,3,Haryana,748,2,Rent
9/5/2013,0,Haryana,1140,1,Rent
11/5/2017,3,Haryana,2093,3,Rent
7/4/2010,0,Himachal Pradesh,2087,1,Rent
25-10-2017,2,Himachal Pradesh,1241,3,Rent
20-02-2015,2,Himachal Pradesh,607,3,Rent
12/3/2011,2,Himachal Pradesh,2400,1,Rent
15-08-2017,2,Jammu & Kashmir,1169,2,Rent
24-03-2012,2,Kerala,2157,1,Rent
10/11/2015,2,Kerala,1231,3,Rent
22-01-2013,1,Kerala,2277,1,Rent
30-10-2013,2,Kerala,1247,2,Rent
28-03-2015,0,Kerala,1972,1,Rent
12/8/2017,3,Lakshadweep,1824,2,Rent
12/9/2011,3,Lakshadweep,2127,1,Rent
12/9/2016,1,Lakshadweep,672,2,Rent
9/12/2016,3,Manipur,1355,2,Rent
24-11-2011,0,Manipur,1861,1,Rent
28-10-2017,0,Manipur,1794,2,Rent
25-02-2017,2,Manipur,2112,1,Rent
24-03-2016,3,Tamil Nadu,1739,3,Rent
29-11-2016,2,Telangana,850,2,Rent
25-07-2010,1,Telangana,1314,3,Rent
15-10-2014,2,Telangana,1604,1,Rent
2/7/2016,1,Telangana,1813,3,Rent
4/2/2018,1,Uttarakhand,1026,1,Rent
15-08-2017,1,Uttarakhand,2199,2,Rent
8/6/2011,0,Uttarakhand,1719,3,Rent
25-05-2010,2,Uttarakhand,749,3,Rent
30-11-2012,3,Uttarakhand,1825,2,Rent
17-08-2013,2,West Bengal,1455,2,Rent
13-11-2014,2,Arunachal Pradesh,1795,3,Rent
27-12-2010,2,Chhattisgarh,2298,2,Rent
7/4/2012,1,Chhattisgarh,2279,1,Rent
30-12-2014,2,Chhattisgarh,1205,1,Rent
14-05-2012,1,Chhattisgarh,1114,1,Rent
17-05-2013,2,Chhattisgarh,1828,2,Rent
8/12/2011,3,D & N Haveli,2012,3,Rent
21-09-2016,3,Goa,1677,1,Rent
29-12-2014,2,Haryana,1604,1,Rent
11/9/2016,1,Haryana,2372,1,Rent
16-03-2012,3,Haryana,1672,3,Rent
9/3/2012,1,Haryana,1916,1,Rent
29-04-2010,3,Jammu & Kashmir,1243,2,Rent
18-06-2011,0,Kerala,1972,2,Rent
13-06-2013,3,Lakshadweep,636,1,Rent
7/1/2011,0,Manipur,2400,2,Rent
27-09-2010,2,Manipur,1264,1,Rent
7/4/2012,1,Manipur,760,1,Rent
5/5/2015,3,Manipur,1951,1,Rent
31-05-2015,2,Manipur,2201,2,Rent
16-04-2016,2,Nagaland,1349,2,Rent
26-05-2012,3,Tamil Nadu,1996,2,Rent
30-08-2013,3,Tamil Nadu,925,2,Rent
13-12-2017,1,Tamil Nadu,903,2,Rent
26-09-2011,1,Tamil Nadu,1852,1,Rent
27-01-2017,2,Uttarakhand,1898,2,Rent
10/10/2017,0,West Bengal,1378,1,Rent
12/6/2015,0,Arunachal Pradesh,2335,1,Rent
25-01-2011,0,Chandigarh,1440,3,Rent
10/1/2012,3,Chhattisgarh,1981,1,Rent
4/4/2016,1,Haryana,1806,3,Rent
24-04-2011,1,Himachal Pradesh,1869,2,Rent
28-08-2014,3,Kerala,1270,1,Rent
1/8/2014,3,Manipur,1512,3,Rent
28-08-2017,3,Telangana,2274,1,Rent
7/4/2010,2,Tripura,2397,3,Rent
2/5/2011,3,Uttar Pradesh,1829,1,Rent
29-12-2015,0,Arunachal Pradesh,1996,3,Rent
20-07-2017,0,Chhattisgarh,1823,3,Rent
10/12/2010,3,D & N Haveli,1509,2,Rent
24-05-2013,3,Goa,1190,3,Rent
12/6/2014,0,Jammu & Kashmir,1048,3,Rent
14-04-2016,1,Kerala,1637,2,Rent
25-08-2010,3,Manipur,1986,3,Rent
26-09-2010,1,Nagaland,1937,2,Rent
2/3/2018,1,West Bengal,1162,2,Rent
25-01-2010,2,Arunachal Pradesh,657,1,Rent
22-09-2016,0,Arunachal Pradesh,679,2,Rent
21-09-2010,0,Arunachal Pradesh,751,3,Rent
22-02-2012,2,Arunachal Pradesh,2070,2,Rent
9/9/2011,0,Arunachal Pradesh,952,2,Rent
11/1/2012,0,Arunachal Pradesh,1383,1,Rent
15-11-2014,2,Arunachal Pradesh,1641,1,Rent
19-04-2015,3,Arunachal Pradesh,1082,2,Rent
30-07-2015,3,Arunachal Pradesh,1889,3,Rent
7/7/2011,3,Chhattisgarh,1413,2,Rent
18-09-2011,0,Chhattisgarh,629,3,Rent
21-05-2012,3,D & N Haveli,2025,2,Rent
21-03-2015,3,Goa,1904,2,Rent
14-05-2012,2,Goa,1504,2,Rent
16-07-2013,0,Goa,2196,2,Rent
16-09-2014,3,Goa,2026,1,Rent
20-10-2010,0,Haryana,2371,3,Rent
10/9/2010,3,Haryana,1658,1,Rent
11/6/2014,2,Jammu & Kashmir,897,3,Rent
21-11-2017,2,Kerala,2372,1,Rent
24-04-2013,1,Kerala,1949,3,Rent
3/9/2015,0,Kerala,1398,2,Rent
26-03-2014,0,Kerala,1157,2,Rent
1/2/2013,0,Kerala,1535,3,Rent
21-12-2017,2,Kerala,1495,2,Rent
26-05-2016,2,Kerala,1385,2,Rent
8/1/2017,2,Kerala,1027,1,Rent
26-08-2010,3,Kerala,2119,2,Rent
28-01-2017,2,Lakshadweep,1954,2,Rent
4/4/2010,0,Lakshadweep,2024,2,Rent
3/12/2013,1,Manipur,1936,2,Rent
23-02-2018,1,Manipur,1738,3,Rent
6/4/2010,1,Nagaland,1660,3,Rent
8/2/2011,0,Nagaland,1614,3,Rent
31-10-2013,3,Nagaland,2108,3,Rent
16-08-2011,1,Nagaland,1318,2,Rent
10/7/2015,0,Tamil Nadu,693,3,Rent
3/7/2011,1,Tripura,1658,3,Rent
